Bislama,Word,Word,Type,English,Word,English,Description,,,,
Aala,Village,Aala,"Sanma,",East,Santo,,,,,,
Abaone,Village,Abaone,"Sanma,",South,Malo,,,,,,
abatua,noun,abattoir,,,,,,,,,
Abednego,noun,Abednego,Babylon,name,for,Azariah,,,,,
abiliti,noun,ability,,,,,,,,,
Abnatavoa,Village,Abnatavoa,"Sanma,",South,Malo,,,,,,
abong,interjection,oh,yeah?,,,,,,,,
abrojini,noun,aborigine,,,,,,,,,
abu,noun,grandparent,grandfather,or,grandmother,,,,,,
Abulanga,Village,Abulanga,"Penama,",South,Maewo,,,,,,
ABV,Abbreviation,Australian,Business,Volunteer,Aid,Organisation,,,,,
Abwantuntora,Village,Abwantuntora,"Penama,",North,Pentecost,,,,,,
Abwatunbuliva,Village,Abwatunbuliva,"Penama,",North,Pentecost,,,,,,
Abwatunvele,Village,Abwatunvele,"Penama,",South,Maewo,,,,,,
Abwatvenue,Village,Abwatvenue,"Penama,",North,Pentecost,,,,,,
abyus,noun,abuse,,,,,,,,,
abyusem,verb,abuse,,,,,,,,,
ademap,verb,add,add,up,numbers,,,,,,
adjektif,noun,adjective,,,,,,,,,
Adolala,Village,Adolala,"Sanma,",South,Malo,,,,,,
adoptem,verb,adopt,,,,,,,,,
adres,noun,address,street,address,,,,,,,
adresem,verb,address,to,address,a,letter,,,,,
advaes,noun,advice,,,,,,,,,
advaesa,noun,advisor,,,,,,,,,
advaesem,verb,advise,to,advise,a,course,of,action,,,
advataes,verb,advertise,,,,,,,,,
advataesem,verb,advertise,,,,,,,,,
advataesmen,noun,advertisement,,,,,,,,,
ae,noun,eye,,,,,,,,,
aean,noun,iron,a,clothes,iron,,,,,,
aeanso,noun,hacksaw,more,commonly,hakso,,,,,,
aeantri,noun,sheoak,tree,variety,,,,,,,
aeawe,interjection,oh,dear!,,,,,,,,
aedia,noun,idea,,,,,,,,,
aedin,noun,iodine,,,,,,,,,
aedol,noun,idol,,,,,,,,,
aeglas,noun,glasses,glasses,or,spectacles,,,,,,
aelan,noun,island,,,,,,,,,
aenem,verb,iron,to,iron,clothes,,,,,,
aes,noun,ice,,,,,,,,,
Aesak,noun,Isaac,,,,,,,,,
aesblok,noun,iceblock,"icypole,",icecream,,,,,,,
aesbokis,noun,refrigerator,ice,box,,,,,,,
Aese,Island,Aese,,,,,,,,,
Aese,Village,Aese,"Sanma,",South,East,Santo,,,,,
Aesea,noun,Isaiah,,,,,,,,,
aesi,interjection,I,see,,,,,,,,
aeskrim,noun,icecream,,,,,,,,,
aesoping,verb,window,shopping,,,,,,,,
aesren,noun,hail,ice,rain,,,,,,,
aeswota,noun,ice,water,,,,,,,,
aetem,noun,item,,,,,,,,,
af,noun,aft,stern,of,ship,,,,,,
AFD,Abbreviation,Agence,Francais,Developpement,Aid,Organisation,,,,,
afektem,verb,affect,,,,,,,,,
afsaed,adverb,or,preposition,outside,,,,,,,
afsaed,noun,outside,,,,,,,,,
afta,adverb,after,,,,,,,,,
aftarem,verb,seek,go,after,,,,,,,
aftasef,noun,aftershave,,,,,,,,,
aftatumora,adverb,day,after,tomorrow,,,,,,,
aftenun,noun,afternoon,,,,,,,,,
Agabus,noun,Agabus,new,testament,prophet,,,,,,
aganaes,verb,be,organised,,,,,,,,
agens,verb,oppose,to,oppose,or,be,against,a,viewpoint,,
agensem,preposition,against,he,stood,against,the,tree,,,,
agri,verb,agree,,,,,,,,,
agrikalja,noun,agriculture,,,,,,,,,
agrimen,noun,agreement,,,,,,,,,
Agripa,noun,Agrippa,Roman,statesman,and,general,,,,,
Ahuku,Village,Ahuku,"Penama,",Nduindui,,,,,,,
Aim,Village,Aim,"Malampa,",Central,Malakula,,,,,,
Airport,Village,Airport,"Tafea,",West,Erromango,,,,,,
aj,noun,adze,tool,for,cutting,"wood,",like,a,pick,,
ajenda,noun,agenda,,,,,,,,,
Ajin,Island,Atchin,,,,,,,,,
Akaea,noun,Achaia,narow,strip,of,land,in,Greece,,,
akaef,noun,archive,,,,,,,,,
Akam,Island,Akhamb,,,,,,,,,
Created:,28/11/2015,,,,,,,,,,
Bislama,Word,Word,Type,English,Word,English,Description,,,,
akis,noun,axe,,,,,,,,,
ako,interjection,wow,,,,,,,,,
akriflevin,noun,acriflavine,,,,,,,,,
aksen,noun,action,,,,,,,,,
aksiden,noun,accident,,,,,,,,,
aksidong,noun,accident,,,,,,,,,
akta,noun,actor,,,,,,,,,
aktem,verb,act,act,in,(play,or,film),,,,
Aktep,Village,Aktep,"Malampa,",East,Malakula,,,,,,
Akwila,noun,Aquila,constellation,,,,,,,,
alabasta,noun,alabaster,white,stone,,,,,,,
alala,interjection,oh,boy!,,,,,,,,
alaminiom,noun,aluminium,,,,,,,,,
alao,verb,allowed,,,,,,,,,
Alao,Village,Alao,"Penama,",South,Maewo,,,,,,
Alarip,Village,Alarip,"Shefa,",East,Efate,,,,,,
Alavas,Village,Alavas,"Malampa,",North,West,Malakula,,,,,
alawem,verb,allow,,,,,,,,,
albom,noun,album,,,,,,,,,
ale,interjection,ok,"ok,",all,right,,,,,,
Aleksanda,noun,Alexander,,,,,,,,,
Aleksandria,noun,Alexandria,,,,,,,,,
alfabet,noun,alphabet,,,,,,,,,
Alfeas,noun,Alphaeus,father,of,James,the,apostle,,,,
algita,noun,crocodile,alligator,,,,,,,,
Alial,Village,Alial,"Sanma,",South,Santo,,,,,,
alikol,noun,alcohol,more,commonly,alkol,,,,,,
alkol,noun,alcohol,,,,,,,,,
alkolik,noun,alcoholic,,,,,,,,,
Allak,Village,Allak,"Shefa,",North,Epi,,,,,,
almanak,noun,calendar,,,,,,,,,
Alnawirir,Village,Alnawirir,"Malampa,",North,West,Malakula,,,,,
alo,interjection,so,there!,,,,,,,,
Aloha,Village,Aloha,"Penama,",South,Maewo,,,,,,
Alologeha,Village,Alologeha,"Penama,",North,Pentecost,,,,,,
Alowaru,Village,Alowaru,"Sanma,",South,Malo,,,,,,
alto,noun,alto,part,of,singing,group,,,,,
Amahirua,Village,Amahirua,"Sanma,",South,Malo,,,,,,
Amalau,Village,Amalau,"Penama,",North,Pentecost,,,,,,
Amalhatili,Village,Amalhatili,"Malampa,",South,Paama,,,,,,
Amalo,Village,Amalo,"Sanma,",South,Malo,,,,,,
Amambwelao,Village,Amambwelao,"Sanma,",North,Malo,,,,,,
Amanusa,Village,Amanusa,"Sanma,",South,Malo,,,,,,
Amaro,Village,Amaro,"Shefa,",South,Epi,,,,,,
amata,adjective,amateur,,,,,,,,,
Amata,Village,Amata,"Penama,",Walaha,,,,,,,
Amatbobo,Village,Amatbobo,"Penama,",North,Pentecost,,,,,,
Ambae,Island,Ambae,,,,,,,,,
Ambaebulu,Village,Ambaebulu,"Penama,",Lolowai,-,Longana,,,,,
Ambaghura,Village,Ambaghura,"Sanma,",North,Malo,,,,,,
Ambanga,Village,Ambanga,"Penama,",Lombaha,-,Lolovinue,,,,,
ambasad,noun,embassy,also,embasi,,,,,,,
ambasada,noun,ambassador,,,,,,,,,
Ambek,Village,Ambek,"Torba,",Vanua,Lava,,,,,,
Ambilace,Village,Ambilace,"Sanma,",North,Malo,,,,,,
ambrela,noun,umbrella,,,,,,,,,
Ambrim,Island,Ambrym,,,,,,,,,
ambulans,noun,ambulance,,,,,,,,,
Ameli,Village,Ameli,"Malampa,",Central,Malakula,,,,,,
Amelvet,Village,Amelvet,"Malampa,",North,East,Malakula,,,,,
Amerika,noun,America,,,,,,,,,
ami,noun,army,,,,,,,,,
anamol,noun,animal,,,,,,,,,
Ananaeas,noun,Ananias,disciple,of,Jesus,,,,,,
ananas,noun,pineapple,,,,,,,,,
anandat,noun,tree,pink,flowered,tree,,,,,,
ananit,adverb,under,,,,,,,,,
Anas,noun,Annas,Jewish,high,priest,,,,,,
Anavutua,Village,Anavutua,"Penama,",South,Maewo,,,,,,
Anawonjei,Village,Anawonjei,"Tafea,",Aneityum,,,,,,,
anda,adverb,under,,,,,,,,,
andakat,noun,hairstyle,sides,"shaved,",full,hair,on,top,,,
andanit,adverb,under,,,,,,,,,
andapan,noun,underpants,,,,,,,,,
andastan,verb,understand,,,,,,,,,
andastanem,verb,understand,,,,,,,,,
andawea,noun,underwear,,,,,,,,,
Andru,noun,Andrew,,,,,,,,,
Anduan,Village,Anduan,"Shefa,",West,Epi,,,,,,
Aneityum,Island,Aneityum,,,,,,,,,
Created:,28/11/2015,,,,,,,,,,
Bislama,Word,Word,Type,English,Word,English,Description,,,,
Anelkauhat,Village,Anelkauhat,"Tafea,",Aneityum,,,,,,,
Angglikan,noun,Anglican,Anglican,Church,,,,,,,
angka,noun,anchor,,,,,,,,,
angkarem,verb,anchor,to,anchor,the,boat,,,,,
angkejif,noun,hankerchief,,,,,,,,,
angkel,noun,uncle,,,,,,,,,
Angoro,Village,Angoro,"Penama,",North,Pentecost,,,,,,
anian,noun,onion,,,,,,,,,
animol,noun,animal,,,,,,,,,
aninit,adverb,underneath,,,,,,,,,
Anipilithi,Village,Anipilithi,"Tafea,",Aneityum,,,,,,,
anis,noun,ant,,,,,,,,,
aniveseri,noun,anniversary,,,,,,,,,
Aniwa,Island,Aniwa,,,,,,,,,
Ankuru,Village,Ankuru,"Sanma,",Big,Bay,,,,,,
Anmalabua,Village,Anmalabua,"Penama,",North,Pentecost,,,,,,
Anoyac,Village,Anoyac,"Tafea,",Aneityum,,,,,,,
ansa,noun,answer,,,,,,,,,
ansarem,verb,answer,to,answer,,,,,,,
antap,adverb,above,on,"top,",above,,,,,,
Antea,noun,Antea,Intercontinental,"Hotel,",now,Le,Meridien,,,,
anteadi,noun,adult,movie,adults,only,viewing,,,,,
anti,noun,aunty,,,,,,,,,
Antiok,Village,Antioch,"Tafea,",West,Erromango,,,,,,
Antipas,noun,Antipas,an,ancient,leader,of,Galilee,and,Perea,,
Anuatakh,Village,Anuatakh,"Malampa,",North,West,Malakula,,,,,
Anusa,Village,Anusa,"Sanma,",South,East,Santo,,,,,
Anwatch,Village,Anwatch,"Tafea,",Aneityum,,,,,,,
aoa,noun,hour,,,,,,,,,
Aore,Island,Aore,,,,,,,,,
Aore,Village,Aore,School,"Sanma,",Fanafo,-,Canal,,,,
aot,verb,out,"out,",leave,,,,,,,
Aota,Village,Aota,"Torba,",Mere,Lava,,,,,,
aotbod,noun,outboard,,,,,,,,,
aotem,verb,remove,get,rid,"of,","remove,",take,out,,,
aotenjin,noun,outboard,see,aotbod,,,,,,,
aotriga,noun,outrigger,,,,,,,,,
Apen,Village,Lownakiam,Apen,"Tafea,",North,Tanna,,,,,
apendiks,noun,appendix,,,,,,,,,
apil,verb,appeal,,,,,,,,,
apilim,verb,appeal,,,,,,,,,
aplae,verb,apply,apply,for,a,job,,,,,
aplikesen,noun,application,job,application,,,,,,,
apol,noun,apple,,,,,,,,,
Apolos,noun,Apollos,early,Jewish,christian,,,,,,
Apoma,Village,Lowell,Apoma,"Tafea,",North,Tanna,,,,,
Apopo,Village,Apopo,"Penama,",Walaha,,,,,,,
aposol,noun,apostle,,,,,,,,,
Apostolik,noun,Apostolic,Church,,,,,,,,
APTC,Abbreviation,Australian,Pacific,Technical,College,Training,Organisation,,,,
ara,noun,arrow,,,,,,,,,
Araki,Island,Araki,,,,,,,,,
Araki,Village,Araki,"Sanma,",South,Santo,,,,,,
Arameik,noun,Aramaic,the,native,language,of,Jesus,,,,
aranis,noun,orange,,,,,,,,,
Arasa,Village,Arasa,"Penama,",North,Pentecost,,,,,,
Aravita,Village,Aravita,"Sanma,",North,Malo,,,,,,
Arebia,noun,Arabia,,,,,,,,,
Aremanapoi,Village,Aremanapoi,"Sanma,",South,Malo,,,,,,
areno,interjection,I,don't,know!,,,,,,,
Areopagus,noun,Areopagus,Hill,of,"Ares,",north-west,of,the,Acropolis,,
ares,verb,arrest,to,be,under,arrest,,,,,
arestem,verb,arrest,to,arrest,someone,,,,,,
Areuv,Village,Areuv,"Malampa,",South,East,Malakula,,,,,
Arevo,Village,Arevo,"Penama,",Lombaha,-,Lolovinue,,,,,
Arevo,Village,Arevo,"Penama,",North,Pentecost,,,,,,
arier,verb,reverse,,,,,,,,,
ariko,noun,bean,,,,,,,,,
Aristakas,noun,Aristarchus,a,companion,of,St.,Paul,,,,
Arivrivbarai,Village,Arivrivbarai,"Penama,",North,Pentecost,,,,,,
arme,noun,army,,,,,,,,,
Aroa,Village,Aroa,"Penama,",North,Pentecost,,,,,,
Aroae,Village,Aroae,"Sanma,",South,Malo,,,,,,
Aroakani,Village,Aroakani,"Sanma,",South,Malo,,,,,,
Aromai,Village,Aromai,"Malampa,",South,East,Malakula,,,,,
Arongbwaratu,Village,Arongbwaratu,"Penama,",North,Pentecost,,,,,,
Arorono,Village,Arorono,"Penama,",Lolowai,-,Longana,,,,,
Arseo,Island,Arseo,,,,,,,,,
Aru,Village,Aru,"Torba,","Gaua,",Merig,,,,,,
Arun,Village,Arun,"Malampa,",South,East,Malakula,,,,,
Created:,28/11/2015,,,,,,,,,,
Bislama,Word,Word,Type,English,Word,English,Description,,,,
arurut,noun,arrowroot,,,,,,,,,
arut,verb,be,on,one's,way,,,,,,
as,noun,bottom,"bottom,","backside,",anus,,,,,,
Asamaranda,Village,Asamaranda,"Sanma,",South,Malo,,,,,,
Asanasa,Village,Asanasa,"Sanma,",South,Malo,,,,,,
Asanawari,Village,Asanawari,"Sanma,",South,Malo,,,,,,
Asanvari,Village,Asanvari,"Penama,",South,Maewo,,,,,,
Asaratamata,Village,Asaratamata,"Penama,",North,Pentecost,,,,,,
Asataleva,Village,Asataleva,"Penama,",South,Maewo,,,,,,
Asatapu,Village,Asatapu,"Sanma,",South,Malo,,,,,,
Asdod,noun,Ashdod,city,in,Israel,,,,,,
asembli,noun,assembly,,,,,,,,,
ases,noun,hatch,nautical,term,,,,,,,
asesa,noun,assessor,,,,,,,,,
asesem,verb,assess,to,assess,,,,,,,
asesmen,noun,assessment,,,,,,,,,
Asiria,noun,Asyria,northern,half,of,Mesopotamia,,,,,
asis,noun,ash,,,,,,,,,
askem,verb,ask,ask,for,something,,,,,,
asol,noun,anus,ass,hole,,,,,,,
Asos,noun,Assos,ancient,city,of,Greece,,,,,
asosiesen,noun,association,,,,,,,,,
asprin,noun,aspirin,,,,,,,,,
Asse,Village,Asse,"Malampa,",North,Ambrym,,,,,,
Assen,Village,Assen,"Malampa,",East,Malakula,,,,,,
Asuas,Village,Asuas,"Malampa,",North,Paama,,,,,,
Asuruhk,Village,Asuruhk,"Malampa,",East,Malakula,,,,,,
Atabuau,Village,Atabuau,"Penama,",North,Pentecost,,,,,,
Atabulu,Village,Atabulu,"Penama,",North,Pentecost,,,,,,
atak,noun,attack,,,,,,,,,
atakem,verb,attack,attack,him,,,,,,,
Atalia,noun,Attalia,city,on,coast,of,Turkey,,,,
Atangurua,Village,Atangurua,"Penama,",North,Pentecost,,,,,,
Ataripoi,Village,Ataripoi,"Sanma,",South,Malo,,,,,,
atasiong,interjection,look,out!,attention!,,,,,,,
Atavoa,Village,Atavoa,"Penama,",Lolowai,-,Longana,,,,,
atebrin,noun,atebrine,old,malaria,medication,,,,,,
Atemis,noun,Artemas,one,of,the,seventy,disciples,,,,
Atens,noun,Athens,,,,,,,,,
atikol,noun,article,,,,,,,,,
ating,clause,initial,marker,possibly,"possibly,",perhaps,,,,,
Ativusa,Village,Ativusa,"Sanma,",South,Malo,,,,,,
Atkor,Village,Atkor,"Torba,","Gaua,",Merig,,,,,,
atletik,noun,athlethic,,,,,,,,,
atlit,noun,athlete,,,,,,,,,
atropin,noun,atropine,medical,,,,,,,,
atu,noun,trump,card,,,,,,,,
Aulua,Village,Aulua,"Malampa,",East,Malakula,,,,,,
AusAID,Abbreviation,Australian,Aid,Agency,Aid,Organisation,,,,,
Avanbatai,Village,Avanbatai,"Penama,",South,Maewo,,,,,,
Avanbolulu,Village,Avanbolulu,"Penama,",South,Maewo,,,,,,
Avanguresi,Village,Avanguresi,"Penama,",North,Pentecost,,,,,,
avans,noun,advance,advance,on,salary,,,,,,
Avar,Village,Avar,"Torba,",Mota,Lava,,,,,,
Avatvotu,Village,Avatvotu,"Penama,",North,Pentecost,,,,,,
Avavanvae,Village,Avavanvae,"Penama,",South,Maewo,,,,,,
Aver,Village,Aver,"Torba,","Gaua,",Merig,,,,,,
Aveuka,Village,Yakun,Aveuka,"Tafea,",West,Tanna,,,,,
AVI,Abbreviation,Australian,Volunteer,International,Volunteer,Organisation,,,,,
Aviriana,Village,Aviriana,"Penama,",North,Pentecost,,,,,,
AVL,Abbreviation,Airports,Vanuatu,Limited,Airport,Opertor,,,,,
Avock,Village,Avock,"Malampa,",South,East,Malakula,,,,,
Avok,Island,Avock,,,,,,,,,
avoka,noun,avocado,,,,,,,,,
Avorani,Village,Avorani,"Sanma,",South,Malo,,,,,,
Avunabuho,Village,Avunabuho,"Sanma,",North,Malo,,,,,,
Avunabulu,Village,Avunabulu,"Sanma,",South,Malo,,,,,,
Avunaleleo,Village,Avunaleleo,"Sanma,",North,Malo,,,,,,
Avunarani,Village,Avunarani,"Sanma,",North,Malo,,,,,,
Avunarao,Village,Avunarao,Clinic,"Sanma,",South,Malo,,,,,
Avunarara,Village,Avunarara,"Sanma,",South,Malo,,,,,,
Avunareworewo,Village,Avunareworewo,"Sanma,",North,Malo,,,,,,
Avunatari,Village,Avunatari,"Sanma,",North,Malo,,,,,,
awe,interjection,oh,boy!,,,,,,,,
awo,interjection,oh,boy!,,,,,,,,
Aworor,Village,Aworor,"Torba,","Gaua,",Merig,,,,,,
AYA,Abbreviation,Australian,Youth,Ambassador,Aid,Organisation,,,,,
ba,noun,bar,hotel,"bar,",crowbar,,,,,,
babae,interjection,goodbye,bye,bye,,,,,,,
babakiu,noun,barbecue,,,,,,,,,
Created:,28/11/2015,,,,,,,,,,
Bislama,Word,Word,Type,English,Word,English,Description,,,,
Babilon,noun,Babylon,,,,,,,,,
Babilonia,noun,Babylonia,,,,,,,,,
babolgam,noun,bubblegum,,,,,,,,,
babwaea,noun,barbed,wire,,,,,,,,
badfasin,noun,bad,behaviour,,,,,,,,
badfren,noun,enemy,bad,friend,,,,,,,
badlak,noun,bad,luck,,,,,,,,
badnius,noun,bad,news,,,,,,,,
badtaem,noun,bad,time,,,,,,,,
bae,clause,initial,marker,future,future,tense,marker,,,,
baebol,noun,bible,,,,,,,,,
baegod,interjection,by,God!,,,,,,,,
Baegotolovatu,Village,Baegotolovatu,"Penama,",Nduindui,,,,,,,
baenet,noun,bayonet,,,,,,,,,
baero,noun,biro,pen,biro,,,,,,,
baeropen,noun,biro,more,commonly,baero,,,,,,
baesbaending,noun,bias,binding,,,,,,,,
baewin,verb,sail,with,the,wind,,,,,,
bafalo,noun,buffalo,,,,,,,,,
baga,noun,rascal,bugger,,,,,,,,
bagarap,verb,broken,"broken,","damaged,",buggered,up,,,,,
bagaremap,verb,broken,,,,,,,,,
bagari,adverb,extremely,,,,,,,,,
bagariwan,noun,huge,one,,,,,,,,
bagre,interjection,who,cares!,,,,,,,,
bagrit,interjection,bugger,it,,,,,,,,
Baiap,Village,Baiap,"Malampa,",West,Ambrym,,,,,,
Baie,Barrier,Village,Baie,Barrier,"Penama,",South,Pentecost,,,,
Baitora,Village,Baitora,"Penama,",South,Maewo,,,,,,
baj,noun,badge,,,,,,,,,
baj,noun,barge,,,,,,,,,
bajet,noun,budget,,,,,,,,,
bak,noun,back,,,,,,,,,
bakadi,noun,Barcadi,,,,,,,,,
Bakataura,Village,Bakataura,"Sanma,",South,Santo,,,,,,
Bakavegug,Village,Bakavegug,School,"Torba,",Torres,,,,,,
bakdo,noun,back,door,,,,,,,,
bakegen,adverb,again,again,back,again,,,,,,
bakel,noun,buckle,,,,,,,,,
baket,noun,bucket,,,,,,,,,
bakgraon,noun,background,,,,,,,,,
bakpei,noun,back,pay,,,,,,,,
Bakra,Village,Bakra,"Penama,",South,Maewo,,,,,,
baksaed,noun,backside,,,,,,,,,
bakstia,noun,back,stay,,,,,,,,
bakstoa,noun,storeroom,back,store,,,,,,,
bakteria,noun,bacteria,,,,,,,,,
bakwa,noun,scaly,skin,,,,,,,,
balanggo,noun,tree,,,,,,,,,
balap,noun,cowbail,,,,,,,,,
bales,noun,ballast,,,,,,,,,
balon,noun,balloon,,,,,,,,,
balong,noun,balloon,,,,,,,,,
balongfis,noun,toadfish,,,,,,,,,
balun,noun,balloon,,,,,,,,,
bambae,clause,initial,marker,future,future,tense,"marker,",also,bae,,
bambu,noun,bamboo,,,,,,,,,
ban,noun,band,,,,,,,,,
Banabas,noun,Bamabas,from,bible,,,,,,,
Banam,Village,Banam,Bay,"Malampa,",East,Malakula,,,,,
BanBan,Village,BanBan,"Sanma,",Fanafo,-,Canal,,,,,
Banban,Village,Banban,"Sanma,",South,East,Santo,,,,,
banded,noun,bandaid,,,,,,,,,
bandej,noun,bandage,,,,,,,,,
bandel,noun,bunch,bundle,or,bunch,of,fruit,,,,
bang,noun,accident,,,,,,,,,
bang,noun,bank,,,,,,,,,
Banga,Village,Banga,"Shefa,",West,Epi,,,,,,
bangbuk,noun,bank,book,,,,,,,,
bangem,verb,bang,have,an,"accident,",collide,,,,,
banggalo,noun,bungalo,,,,,,,,,
Bangkis,Island,Group,Banks,Banks,group,of,Islands,,,,
banian,noun,banyan,tree,nambangga,,,,,,,
baniantri,noun,banyan,tree,nambangga,,,,,,,
banis,noun,fence,,,,,,,,,
Banmatmat,Village,Banmatmat,"Penama,",South,Pentecost,,,,,,
Banmit,Village,Banmit,"Penama,",Central,Pentecost,,,,,,
Baol,Village,Baol,"Torba,","Gaua,",Merig,,,,,,
baondri,noun,boundary,,,,,,,,,
baot,verb,about,about,go,about,tack,(sailing,term),,,
Created:,28/11/2015,,,,,,,,,,
Bislama,Word,Word,Type,English,Word,English,Description,,,,
baptaes,verb,baptised,,,,,,,,,
baptaesem,verb,baptised,,,,,,,,,
Barakel,Village,Barakel,"Sanma,",North,Malo,,,,,,
barakuta,noun,barracuda,,,,,,,,,
barava,adjective,real,genuine,,,,,,,,
Baravat,Village,Baravat,"Torba,","Gaua,",Merig,,,,,,
Baravet,Village,Baravet,"Penama,",South,Pentecost,,,,,,
Barereo,Village,Barereo,"Malampa,",North,Ambrym,,,,,,
Barias,Village,Barias,"Malampa,",South,East,Malakula,,,,,
barik,noun,barracks,,,,,,,,,
Barmandrin,Village,Barmandrin,"Malampa,",South,East,Malakula,,,,,
bas,noun,bus,,,,,,,,,
basa,noun,fete,fundraising,event,,,,,,,
basfe,noun,bus,fare,,,,,,,,
baskel,noun,bicycle,,,,,,,,,
basketbol,noun,basketball,,,,,,,,,
bastop,noun,bus,stop,,,,,,,,
bata,noun,butter,,,,,,,,,
bataflae,noun,butterfly,,,,,,,,,
batafrut,noun,avacado,,,,,,,,,
Batambong,Village,Batambong,"Malampa,",East,Malakula,,,,,,
Batambu,Village,Batambu,"Malampa,",East,Malakula,,,,,,
batelbot,noun,battleship,,,,,,,,,
baten,noun,button,,,,,,,,,
Batolomiu,noun,Bartholomew,,,,,,,,,
batri,noun,battery,,,,,,,,,
batrum,noun,bathroom,,,,,,,,,
Batuitano,Village,Batuitano,"Sanma,",Big,Bay,,,,,,
Bau,Village,Bau,"Malampa,",North,West,Malakula,,,,,
Bavulava,Village,Bavulava,"Penama,",Lombaha,-,Lolovinue,,,,,
be,conjunction,but,,,,,,,,,
bealo,interjection,so,what!,,,,,,,,
bebet,noun,insect,,,,,,,,,
bebi,noun,baby,,,,,,,,,
Bectoro,Village,Bectoro,"Torba,","Gaua,",Merig,,,,,,
bedrum,noun,bedroom,,,,,,,,,
bedsit,noun,sheet,sheets,for,bed,,,,,,
Behaltalam,Village,Behaltalam,"Malampa,",North,Ambrym,,,,,,
bei,noun,bay,,,,,,,,,
beka,noun,baker,,,,,,,,,
bekem,verb,bake,to,bake,,,,,,,
bekhaos,noun,bakery,,,,,,,,,
bekon,noun,bacon,,,,,,,,,
bel,noun,bell,,,,,,,,,
bel,noun,belly,,,,,,,,,
bel,noun,bale,,,,,,,,,
belaot,verb,bail,out,,,,,,,,
belaotem,verb,bail,out,,,,,,,,
belap,noun,cow,bail,,,,,,,,
belap,verb,bailed,up,,,,,,,,
Belinboji,Village,Belinboji,"Sanma,",North,Malo,,,,,,
Bellemolle,Village,Bellemolle,"Sanma,",Fanafo,-,Canal,,,,,
Bellevue,Village,Bellevue,"Shefa,",South,Efate,,,,,,
belnaef,noun,bushknife,rounded,blade,,,,,,,
Belnatsa,Village,Belnatsa,"Sanma,",Fanafo,-,Canal,,,,,
ben,verb,bend,,,,,,,,,
benben,verb,twist,,,,,,,,,
benbenem,verb,twist,to,twist,,,,,,,
bendaon,verb,bend,down,,,,,,,,
Bene,Village,Bene,"Sanma,",East,Santo,,,,,,
benediksin,noun,benediction,,,,,,,,,
benem,verb,bend,to,"bend,",fold,,,,,,
Beneur,Village,Beneur,"Malampa,",South,West,Malakula,,,,,
Benis,noun,Bernice,,,,,,,,,
Benmoli,Village,Benmoli,"Sanma,",South,Santo,,,,,,
benoa,noun,tree,,,,,,,,,
bens,noun,bench,workbench,,,,,,,,
bensin,noun,bensine,"petrol,",fuel,,,,,,,
beregraon,noun,cemetry,burial,ground,,,,,,,
berem,verb,bury,to,bury,,,,,,,
bes,noun,bass,bass,"singer,",bass,drum,,,,,
bes,noun,best,,,,,,,,,
besdemea,noun,sea,cucumber,,,,,,,,
besfren,noun,best,friend,,,,,,,,
besin,noun,basin,,,,,,,,,
beswan,noun,excellent,best,one,,,,,,,
bet,noun,bait,,,,,,,,,
bet,verb,gamble,,,,,,,,,
Betani,Village,Bethany,"Malampa,",North,East,Malakula,,,,,
betde,noun,birthday,,,,,,,,,
Created:,28/11/2015,,,,,,,,,,
Bislama,Word,Word,Type,English,Word,English,Description,,,,
Betehul,Village,Betehul,"Malampa,",North,East,Malakula,,,,,
Betel,Village,Bethel,"Malampa,",North,East,Malakula,,,,,
Betel,Village,Bethel,"Tafea,",West,Tanna,,,,,,
betelnat,noun,betel,nut,,,,,,,,
Beterihi,Village,Beterihi,"Malampa,",North,East,Malakula,,,,,
Bethel,Village,New,Bethel,"Sanma,",Big,Bay,,,,,
Betlehem,Village,Bethlehem,"Malampa,",North,East,Malakula,,,,,
Betlehem,Village,Bethlehem,"Malampa,",North,East,Malakula,,,,,
Betlehem,Village,Bethlehem,"Sanma,",South,Malo,,,,,,
Betowleha,Village,Betowleha,"Torba,",Ureparapara,,,,,,,
Betrihi,Village,Betrihi,"Sanma,",South,Malo,,,,,,
bewea,interjection,wow!,,,,,,,,,
bi,noun,bee,,,,,,,,,
bia,noun,beer,,,,,,,,,
Bia,Village,Bia,"Sanma,",Fanafo,-,Canal,,,,,
biaen,adverb,behind,,,,,,,,,
biaenem,verb,accompany,,,,,,,,,
Biam,Village,Biam,"Torba,","Gaua,",Merig,,,,,,
bibip,noun,horn,beep,beep,,,,,,,
bibliokrafi,noun,bibliography,,,,,,,,,
bidbid,noun,shell,necklace,,,,,,,,
bifo,adverb,before,long,time,ago,,,,,,
bigae,noun,gecko,large,gecko,,,,,,,
bigaelan,noun,mainland,big,island,,,,,,,
bigbel,noun,fat,person,,,,,,,,
bigbig,adjective,big,,,,,,,,,
bigbigfala,adjective,big,,,,,,,,,
bigbigman,noun,dignitary,,,,,,,,,
bigbol,noun,coconut,crab,also,"hernia,",testicle,swelling,,,,
bigbus,noun,thick,bush,,,,,,,,
bigfala,adjective,large,"big,","large,",huge,,,,,,
bighaf,noun,majority,,,,,,,,,
bighan,noun,kava,variety,,,,,,,,
bighed,noun,large,black,bird,also,stubborn,person,,,,
bigining,noun,beginning,,,,,,,,,
bigkom,noun,big,comb,,,,,,,,
biglan,noun,mainland,,,,,,,,,
bigleg,noun,elephantisis,,,,,,,,,
